ticket_id,created_at,resolved_at,severity,status,agent_id,category_id,branch_id,sla_met
232,2026-04-01 23:32:50,2026-04-02 08:50:59,High,Closed,6,10,4,True
233,2025-07-18 16:26:10,2025-07-18 21:39:40,Medium,Closed,1,6,6,True
234,2026-05-22 13:32:44,2026-05-22 19:09:45,High,Resolved,3,4,1,True
235,2026-04-07 12:25:57,2026-04-08 07:23:39,High,Resolved,6,9,3,True
236,2025-07-01 04:33:41,2025-07-01 05:40:26,Low,Resolved,7,1,4,True
237,2026-02-27 07:10:42,2026-02-27 09:48:01,Low,Closed,4,2,1,True
238,2025-10-05 19:31:44,2025-10-06 01:30:37,Low,Resolved,5,2,1,True
239,2025-06-19 16:10:47,2025-06-20 00:07:11,Medium,Closed,10,9,6,True
240,2025-06-15 13:58:44,2025-06-15 23:50:31,Medium,Resolved,1,1,4,True
241,2025-09-30 18:20:43,2025-10-01 19:09:56,High,Closed,9,7,4,True
242,2026-05-04 11:49:02,2026-05-05 09:26:58,High,Resolved,7,7,2,True
243,2026-03-11 14:23:52,2026-03-11 14:57:30,Low,Closed,2,5,5,True
244,2025-08-27 17:53:46,2025-08-28 12:28:13,High,Closed,4,7,1,True
245,2025-12-20 11:13:44,2025-12-20 20:26:00,Low,Closed,3,2,4,True
246,2026-03-15 08:32:39,2026-03-15 11:14:56,Low,Resolved,10,6,8,True
247,2025-10-28 07:35:03,2025-10-28 10:55:24,Low,Closed,2,4,5,True
248,2025-11-19 13:07:56,2025-11-19 18:34:55,Low,Closed,2,2,3,True
249,2026-04-07 18:44:55,2026-04-07 23:36:28,Low,Resolved,1,2,3,True
250,2026-04-12 04:47:21,,Medium,Open,1,5,5,True
251,2025-07-14 10:08:35,2025-07-15 01:50:11,Medium,Closed,10,2,3,True
252,2026-05-20 00:03:14,2026-05-20 15:59:10,Medium,Closed,7,10,5,True
253,2025-10-29 13:43:16,,Low,Open,5,2,1,True
254,2026-02-04 13:56:19,2026-02-05 14:44:29,High,Resolved,4,1,4,True
255,2025-10-24 06:08:25,2025-10-24 07:55:36,Low,Resolved,2,9,1,True
256,2025-06-09 02:07:40,2025-06-09 08:51:22,Medium,Resolved,3,10,4,True
257,2025-09-01 11:34:42,,Low,Escalated,2,3,2,True
258,2025-10-13 12:01:07,2025-10-14 10:57:13,High,Resolved,7,10,7,True
259,2026-04-08 10:29:10,2026-04-08 14:25:13,Low,Closed,1,6,3,True
260,2026-04-21 14:17:52,2026-04-22 02:02:32,Medium,Resolved,2,1,8,True
261,2026-01-11 11:20:16,2026-01-11 17:50:17,Low,Resolved,1,6,7,True
262,2026-02-27 08:25:21,2026-03-01 18:37:25,Critical,Closed,9,6,3,True
263,2026-03-07 18:36:48,2026-03-07 23:34:19,Medium,Resolved,3,3,3,False
264,2026-05-27 12:47:46,2026-05-28 17:46:34,Critical,Resolved,9,4,2,True
265,2025-06-02 10:44:53,,Critical,In Progress,9,6,8,True
266,2025-08-01 07:23:11,2025-08-01 12:49:35,Low,Resolved,10,8,7,True
267,2025-06-26 08:01:16,2025-06-26 19:06:29,Medium,Resolved,2,3,8,True
268,2025-10-06 16:57:39,,Low,In Progress,1,9,2,True
269,2025-07-07 10:26:28,,Low,Open,10,3,1,True
270,2025-07-27 07:27:43,2025-07-27 15:51:12,Medium,Closed,3,5,4,True
271,2025-11-27 17:16:13,2025-11-27 22:48:37,Medium,Resolved,2,3,5,True
272,2025-11-05 11:38:06,2025-11-05 18:56:05,Medium,Resolved,10,5,4,True
273,2025-06-11 15:51:34,,High,In Progress,6,8,4,False
274,2025-07-16 08:43:19,,Low,Open,2,4,4,False
275,2025-12-30 12:54:24,,Medium,In Progress,1,2,7,True
276,2025-11-05 16:37:59,2025-11-06 14:13:11,High,Closed,9,7,2,True
277,2025-10-24 16:38:26,2025-10-25 09:50:05,High,Closed,8,7,5,True
278,2026-05-09 04:25:57,2026-05-09 16:45:31,Medium,Closed,5,1,7,True
279,2026-04-27 08:55:40,2026-04-27 18:18:43,Medium,Resolved,5,5,8,True
280,2026-01-18 10:28:51,2026-01-18 15:57:15,Low,Closed,5,5,7,True
281,2025-08-14 15:54:32,,High,In Progress,7,2,5,True
282,2026-01-30 11:26:55,2026-01-30 17:41:40,High,Closed,5,9,7,True
283,2025-07-02 13:03:49,2025-07-02 13:33:49,Medium,Resolved,8,10,6,True
284,2025-06-01 09:41:06,2025-06-01 13:08:38,Medium,Closed,10,9,1,True
285,2026-05-11 12:29:22,2026-05-11 16:27:40,Low,Closed,9,5,7,True
286,2025-09-21 14:04:50,2025-09-22 17:03:01,High,Resolved,6,6,5,True
287,2025-07-25 10:57:32,2025-07-25 17:14:04,Low,Resolved,6,5,4,True
288,2026-05-15 13:47:42,2026-05-15 14:56:51,Low,Resolved,10,5,5,True
289,2026-05-15 18:26:21,2026-05-16 01:40:54,Medium,Resolved,4,9,8,True
290,2026-02-16 16:22:42,2026-02-17 02:41:58,Medium,Resolved,3,9,3,True
291,2025-09-06 14:54:17,2025-09-06 21:34:55,Low,Resolved,5,6,6,True
292,2025-12-04 09:20:58,2025-12-04 19:13:37,Medium,Resolved,1,7,5,True
293,2025-07-17 17:27:03,2025-07-17 23:22:15,Low,Closed,2,8,2,True
294,2025-06-04 17:46:25,2025-06-04 21:20:54,Low,Resolved,3,9,4,True
295,2026-04-13 11:29:51,2026-04-13 15:07:24,Low,Resolved,3,3,2,True
296,2025-08-18 17:26:08,,High,Escalated,5,6,4,True
297,2026-02-09 07:03:24,2026-02-09 08:23:19,Low,Resolved,4,7,5,True
298,2026-02-22 07:19:33,2026-02-22 19:13:50,Medium,Resolved,10,3,4,True
299,2025-09-15 08:31:05,2025-09-15 19:23:31,Medium,Resolved,6,10,2,True
300,2026-02-19 23:31:31,2026-02-20 06:30:34,Low,Resolved,2,6,7,True
301,2026-02-02 11:16:15,2026-02-03 05:28:34,High,Closed,4,9,2,True
302,2025-11-10 03:33:47,2025-11-10 10:21:01,Low,Resolved,3,6,6,True
303,2026-05-04 20:59:07,2026-05-05 22:33:43,High,Closed,5,8,5,True
304,2026-02-04 16:41:15,2026-02-04 22:51:16,Low,Resolved,10,5,7,False
305,2025-08-07 12:39:15,2025-08-08 16:10:53,High,Resolved,8,10,8,True
306,2025-11-15 11:41:31,,High,Escalated,5,2,7,True
307,2025-11-12 10:30:05,2025-11-12 16:44:23,Medium,Closed,2,6,2,True
308,2025-09-30 11:03:25,,Medium,Escalated,2,9,8,True
309,2025-07-01 21:24:16,,Medium,In Progress,10,10,8,True
310,2026-04-14 16:39:39,2026-04-14 21:07:58,Medium,Closed,10,1,1,True
311,2026-04-10 14:21:29,2026-04-10 19:03:08,Medium,Closed,3,6,1,True
312,2025-10-13 15:08:06,2025-10-13 20:02:24,Medium,Resolved,4,1,6,True
313,2025-07-22 06:04:52,2025-07-22 08:47:29,Low,Resolved,4,3,8,True
314,2026-03-18 17:53:36,,Low,In Progress,2,6,2,True
315,2025-07-07 16:38:34,2025-07-08 13:57:07,High,Resolved,9,3,8,True
316,2025-11-20 13:49:40,2025-11-20 15:09:23,Medium,Resolved,9,4,5,True
317,2025-08-14 18:18:19,2025-08-15 02:17:02,High,Resolved,6,9,4,True
318,2026-02-28 12:35:02,2026-02-28 13:54:16,Low,Closed,7,9,6,True
319,2025-06-07 07:42:12,,Medium,In Progress,10,1,2,True
320,2025-08-15 22:25:34,,High,Escalated,7,1,5,True
321,2025-08-28 18:18:01,,Low,In Progress,4,9,7,True
322,2025-06-02 17:50:41,2025-06-02 23:17:49,Medium,Resolved,6,6,1,True
323,2026-03-26 03:12:43,,High,In Progress,4,6,4,True
324,2025-10-22 11:35:32,2025-10-24 13:58:09,Critical,Resolved,9,9,2,True
325,2026-03-25 04:02:33,,Medium,Open,3,10,1,True
326,2025-08-08 15:10:03,2025-08-09 05:43:28,Medium,Closed,3,9,4,True
327,2025-09-19 16:33:40,2025-09-19 17:27:56,Low,Resolved,3,6,6,True
328,2025-10-25 18:18:27,2025-10-25 21:03:06,Low,Resolved,2,1,6,True
329,2026-05-12 12:32:29,2026-05-14 00:07:48,High,Resolved,8,1,5,True
330,2026-03-25 08:47:01,2026-03-25 22:50:16,Medium,Closed,2,7,2,True
331,2025-11-03 17:25:46,2025-11-04 00:45:19,Medium,Resolved,2,5,2,True
332,2026-02-24 21:41:38,2026-02-25 05:59:43,Medium,Closed,6,10,1,True
333,2025-10-29 03:43:20,2025-10-29 08:30:16,Low,Closed,5,8,7,True
334,2026-04-30 11:19:15,,High,In Progress,6,3,5,True
335,2025-12-23 08:19:11,2025-12-23 18:39:50,Medium,Closed,1,10,7,True
336,2025-08-08 11:12:11,2025-08-08 16:44:12,Medium,Resolved,9,3,3,True
